"","Predicted value","True value","Celltype","Normalization method","Deconvolution method"
"2142","0.0491523164680743","0.05","Mono","z_score","fardeep"
"2143","0.176497986970693","0.17","Neu","z_score","fardeep"
"2144","0.234197633386076","0.22","NK","z_score","fardeep"
"2145","0.18320606259911","0.2","Bcell","z_score","fardeep"
"2146","0.0832722082552673","0.11","CD4T","z_score","fardeep"
"2147","0.167828229662197","0.2","CD8T","z_score","fardeep"
"2148","0.0974482964942596","0.1","Mono","z_score","fardeep"
"2149","0.04562644214483","0.06","Neu","z_score","fardeep"
"2150","0.153958923056958","0.15","NK","z_score","fardeep"
"2151","0.234783532446883","0.26","Bcell","z_score","fardeep"
"2152","0.177233272846085","0.18","CD4T","z_score","fardeep"
"2153","0.0958807333236156","0.13","CD8T","z_score","fardeep"
"2154","0.233672228965094","0.22","Mono","z_score","fardeep"
"2155","0.259956021830401","0.25","Neu","z_score","fardeep"
"2156","0.113888094272118","0.12","NK","z_score","fardeep"
"2157","0.139801525976868","0.16","Bcell","z_score","fardeep"
"2158","0.106498024481642","0.13","CD4T","z_score","fardeep"
"2159","0.0905308965207039","0.11","CD8T","z_score","fardeep"
"2160","0.227288815885179","0.23","Mono","z_score","fardeep"
"2161","0.2016","0.21","Neu","z_score","dcq"
"2162","0.1453","0.15","NK","z_score","dcq"
"2163","0.1333","0.19","Bcell","z_score","dcq"
"2164","0.1117","0.07","CD4T","z_score","dcq"
"2165","0.1807","0.19","CD8T","z_score","dcq"
"2166","0.2273","0.19","Mono","z_score","dcq"
"2167","0.6391","0.7","Neu","z_score","dcq"
"2168","0","0.02","NK","z_score","dcq"
"2169","0","0.04","Bcell","z_score","dcq"
"2170","0.0823","0.15","CD4T","z_score","dcq"
"2171","0.0236","0.04","CD8T","z_score","dcq"
"2172","0.2549","0.05","Mono","z_score","dcq"
"2173","0.6768","0.73","Neu","z_score","dcq"
"2174","0","0","NK","z_score","dcq"
"2175","0","0.02","Bcell","z_score","dcq"
"2176","0.0187","0.09","CD4T","z_score","dcq"
"2177","0","0.06","CD8T","z_score","dcq"
"2178","0.3045","0.1","Mono","z_score","dcq"
"2179","0.5492","0.63","Neu","z_score","dcq"
"2180","0","0.02","NK","z_score","dcq"
"2181","0","0.01","Bcell","z_score","dcq"
"2182","0.1168","0.16","CD4T","z_score","dcq"
"2183","0.0958","0.11","CD8T","z_score","dcq"
"2184","0.2382","0.07","Mono","z_score","dcq"
"2185","0.1191","0.11","Neu","z_score","dcq"
"2186","0.1665","0.15","NK","z_score","dcq"
"2187","0.0429","0.07","Bcell","z_score","dcq"
"2188","0.2001","0.16","CD4T","z_score","dcq"
"2189","0.2628","0.29","CD8T","z_score","dcq"
"2190","0.2085","0.22","Mono","z_score","dcq"
"2191","0.6022","0.67","Neu","z_score","dcq"
"2192","0","0.03","NK","z_score","dcq"
"2193","0","0.02","Bcell","z_score","dcq"
"2194","0.0896","0.14","CD4T","z_score","dcq"
"2195","0.0563","0.08","CD8T","z_score","dcq"
"2196","0.252","0.06","Mono","z_score","dcq"
"2197","0.2143","0.23","Neu","z_score","dcq"
"2198","0.1344","0.11","NK","z_score","dcq"
"2199","0.049","0.08","Bcell","z_score","dcq"
"2200","0.1394","0.06","CD4T","z_score","dcq"
"2201","0.2395","0.33","CD8T","z_score","dcq"
"2202","0.2235","0.19","Mono","z_score","dcq"
"2203","0.6218","0.66","Neu","z_score","dcq"
"2204","0.0057","0.07","NK","z_score","dcq"
"2205","0","0.06","Bcell","z_score","dcq"
"2206","0.0694","0.12","CD4T","z_score","dcq"
"2207","0.0503","0.05","CD8T","z_score","dcq"
"2208","0.2528","0.04","Mono","z_score","dcq"
"2209","0.6908","0.75","Neu","z_score","dcq"
"2210","0","0.04","NK","z_score","dcq"
"2211","0","0.01","Bcell","z_score","dcq"
"2212","0.0438","0.13","CD4T","z_score","dcq"
"2213","0","0.02","CD8T","z_score","dcq"
"2214","0.2654","0.05","Mono","z_score","dcq"
"2215","0.1427","0.17","Neu","z_score","dcq"
"2216","0.2028","0.22","NK","z_score","dcq"
"2217","0.1408","0.2","Bcell","z_score","dcq"
"2218","0.1444","0.11","CD4T","z_score","dcq"
"2219","0.2236","0.2","CD8T","z_score","dcq"
"2220","0.1458","0.1","Mono","z_score","dcq"
"2221","0.0771","0.06","Neu","z_score","dcq"
"2222","0.1401","0.15","NK","z_score","dcq"
"2223","0.1865","0.26","Bcell","z_score","dcq"
"2224","0.1859","0.18","CD4T","z_score","dcq"
"2225","0.2001","0.13","CD8T","z_score","dcq"
"2226","0.2103","0.22","Mono","z_score","dcq"
"2227","0.2428","0.25","Neu","z_score","dcq"
"2228","0.1033","0.12","NK","z_score","dcq"
"2229","0.1121","0.16","Bcell","z_score","dcq"
"2230","0.1314","0.13","CD4T","z_score","dcq"
"2231","0.1516","0.11","CD8T","z_score","dcq"
"2232","0.2588","0.23","Mono","z_score","dcq"
"2233","0.234155202521953","0.21","Neu","min_max","emeth_normal"
"2234","0.18672135608479","0.15","NK","min_max","emeth_normal"
"2235","0.185504411577319","0.19","Bcell","min_max","emeth_normal"
"2236","0.0690498572608396","0.07","CD4T","min_max","emeth_normal"
"2237","0.11753275065587","0.19","CD8T","min_max","emeth_normal"
"2238","0.207036421899229","0.19","Mono","min_max","emeth_normal"
"2239","0.714302353570945","0.7","Neu","min_max","emeth_normal"
"2240","0.0268640257926123","0.02","NK","min_max","emeth_normal"
"2241","0.0468792682723514","0.04","Bcell","min_max","emeth_normal"
"2242","0.156742362747429","0.15","CD4T","min_max","emeth_normal"
"2243","0","0.04","CD8T","min_max","emeth_normal"
"2244","0.0552119896166628","0.05","Mono","min_max","emeth_normal"
"2245","0.756291018610995","0.73","Neu","min_max","emeth_normal"
"2246","1.19569632487236e-19","0","NK","min_max","emeth_normal"
"2247","0.00710534960319821","0.02","Bcell","min_max","emeth_normal"
"2248","0.0874983523505998","0.09","CD4T","min_max","emeth_normal"
"2249","0.0421362214891693","0.06","CD8T","min_max","emeth_normal"
"2250","0.106969057946037","0.1","Mono","min_max","emeth_normal"
"2251","0.652275107890968","0.63","Neu","min_max","emeth_normal"
"2252","0.0120806174454942","0.02","NK","min_max","emeth_normal"
"2253","1.83550600065092e-19","0.01","Bcell","min_max","emeth_normal"
"2254","0.156742141607096","0.16","CD4T","min_max","emeth_normal"
"2255","0.109412733245573","0.11","CD8T","min_max","emeth_normal"
"2256","0.0694893998108681","0.07","Mono","min_max","emeth_normal"
"2257","0.125204174484801","0.11","Neu","min_max","emeth_normal"
"2258","0.193185453592849","0.15","NK","min_max","emeth_normal"
"2259","0.0663630917888322","0.07","Bcell","min_max","emeth_normal"
"2260","0.162249309925203","0.16","CD4T","min_max","emeth_normal"
"2261","0.210729957623752","0.29","CD8T","min_max","emeth_normal"
"2262","0.242268012584563","0.22","Mono","min_max","emeth_normal"
"2263","0.700910745009934","0.67","Neu","min_max","emeth_normal"
"2264","0.0475401976991872","0.03","NK","min_max","emeth_normal"
"2265","0.0175546368992389","0.02","Bcell","min_max","emeth_normal"
"2266","0.163672991149682","0.14","CD4T","min_max","emeth_normal"
"2267","0","0.08","CD8T","min_max","emeth_normal"
"2268","0.0703214292419577","0.06","Mono","min_max","emeth_normal"
"2269","0.255989491842608","0.23","Neu","min_max","emeth_normal"
"2270","0.138105042125932","0.11","NK","min_max","emeth_normal"
"2271","0.0752370935028545","0.08","Bcell","min_max","emeth_normal"
"2272","0.0447742441116013","0.06","CD4T","min_max","emeth_normal"
"2273","0.275734417260038","0.33","CD8T","min_max","emeth_normal"
"2274","0.210159711156966","0.19","Mono","min_max","emeth_normal"
"2275","0.669356558414331","0.66","Neu","min_max","emeth_normal"
"2276","0.0801825481989621","0.07","NK","min_max","emeth_normal"
"2277","0.0554920309357097","0.06","Bcell","min_max","emeth_normal"
"2278","0.128495591743573","0.12","CD4T","min_max","emeth_normal"
"2279","0.024672269763829","0.05","CD8T","min_max","emeth_normal"
"2280","0.0418010009435955","0.04","Mono","min_max","emeth_normal"
"2281","0.76727883023767","0.75","Neu","min_max","emeth_normal"
"2282","0.0348504429230227","0.04","NK","min_max","emeth_normal"
"2283","1.58000354712894e-19","0.01","Bcell","min_max","emeth_normal"
"2284","0.133393379630398","0.13","CD4T","min_max","emeth_normal"
"2285","0.0146288232685827","0.02","CD8T","min_max","emeth_normal"
"2286","0.0498485239403268","0.05","Mono","min_max","emeth_normal"
"2287","0.190555174249466","0.17","Neu","min_max","emeth_normal"
"2288","0.255681599894299","0.22","NK","min_max","emeth_normal"
"2289","0.197452853632746","0.2","Bcell","min_max","emeth_normal"
"2290","0.10685411650361","0.11","CD4T","min_max","emeth_normal"
"2291","0.146019802498573","0.2","CD8T","min_max","emeth_normal"
"2292","0.103436453221305","0.1","Mono","min_max","emeth_normal"
"2293","0.0646733744090272","0.06","Neu","min_max","emeth_normal"
"2294","0.179289746958667","0.15","NK","min_max","emeth_normal"
"2295","0.246946312134771","0.26","Bcell","min_max","emeth_normal"
"2296","0.197027503721141","0.18","CD4T","min_max","emeth_normal"
"2297","0.0760092679046209","0.13","CD8T","min_max","emeth_normal"
"2298","0.236053794871774","0.22","Mono","min_max","emeth_normal"
"2299","0.272943939529602","0.25","Neu","min_max","emeth_normal"
"2300","0.135542342326966","0.12","NK","min_max","emeth_normal"
"2301","0.155299229849382","0.16","Bcell","min_max","emeth_normal"
"2302","0.127648458024817","0.13","CD4T","min_max","emeth_normal"
"2303","0.079183289746447","0.11","CD8T","min_max","emeth_normal"
"2304","0.229382740522786","0.23","Mono","min_max","emeth_normal"
"2305","0.234480201901337","0.21","Neu","min_max","emeth_laplace"
"2306","0.163524452031733","0.15","NK","min_max","emeth_laplace"
"2307","0.172928705912141","0.19","Bcell","min_max","emeth_laplace"
"2308","0.0442430610244525","0.07","CD4T","min_max","emeth_laplace"
"2309","0.175830628227885","0.19","CD8T","min_max","emeth_laplace"
"2310","0.208992950902452","0.19","Mono","min_max","emeth_laplace"
"2311","0.730024939031992","0.7","Neu","min_max","emeth_laplace"
"2312","0","0.02","NK","min_max","emeth_laplace"
"2313","0.0188852211672823","0.04","Bcell","min_max","emeth_laplace"
"2314","0.160787891174653","0.15","CD4T","min_max","emeth_laplace"
"2315","0.038841363329256","0.04","CD8T","min_max","emeth_laplace"
"2316","0.0514605852968173","0.05","Mono","min_max","emeth_laplace"
"2317","0.750845166097875","0.73","Neu","min_max","emeth_laplace"
"2318","0","0","NK","min_max","emeth_laplace"
"2319","0.00704257299253806","0.02","Bcell","min_max","emeth_laplace"
"2320","0.0814669933415411","0.09","CD4T","min_max","emeth_laplace"
"2321","0.0518423284765668","0.06","CD8T","min_max","emeth_laplace"
"2322","0.108802939091478","0.1","Mono","min_max","emeth_laplace"
"2323","0.647882465203325","0.63","Neu","min_max","emeth_laplace"
"2324","0.0149831919510373","0.02","NK","min_max","emeth_laplace"
"2325","0.000626098383005668","0.01","Bcell","min_max","emeth_laplace"
"2326","0.163737838959652","0.16","CD4T","min_max","emeth_laplace"
"2327","0.106117698134092","0.11","CD8T","min_max","emeth_laplace"
"2328","0.0666527073688873","0.07","Mono","min_max","emeth_laplace"
"2329","0.116145280520783","0.11","Neu","min_max","emeth_laplace"
"2330","0.174177405056057","0.15","NK","min_max","emeth_laplace"
"2331","0.0534710564426508","0.07","Bcell","min_max","emeth_laplace"
"2332","0.150999682439582","0.16","CD4T","min_max","emeth_laplace"
"2333","0.258087529933407","0.29","CD8T","min_max","emeth_laplace"
"2334","0.247119045607521","0.22","Mono","min_max","emeth_laplace"
"2335","0.710794602997065","0.67","Neu","min_max","emeth_laplace"
"2336","0.0133303933968958","0.03","NK","min_max","emeth_laplace"
"2337","0","0.02","Bcell","min_max","emeth_laplace"
"2338","0.130139832824053","0.14","CD4T","min_max","emeth_laplace"
"2339","0.0854859521045056","0.08","CD8T","min_max","emeth_laplace"
"2340","0.0602492186774813","0.06","Mono","min_max","emeth_laplace"
"2341","0.249843633853702","0.23","Neu","min_max","emeth_laplace"
"2342","0.126614250393286","0.11","NK","min_max","emeth_laplace"
"2343","0.0713005849422783","0.08","Bcell","min_max","emeth_laplace"
"2344","0.0257256842825496","0.06","CD4T","min_max","emeth_laplace"
"2345","0.312162077209464","0.33","CD8T","min_max","emeth_laplace"
"2346","0.21435376931872","0.19","Mono","min_max","emeth_laplace"
"2347","0.66541203540232","0.66","Neu","min_max","emeth_laplace"
"2348","0.0724832480320859","0.07","NK","min_max","emeth_laplace"
"2349","0.05191124191846","0.06","Bcell","min_max","emeth_laplace"
"2350","0.128764400636857","0.12","CD4T","min_max","emeth_laplace"
"2351","0.0356514122026996","0.05","CD8T","min_max","emeth_laplace"
"2352","0.0457776618075773","0.04","Mono","min_max","emeth_laplace"
"2353","0.76533860640868","0.75","Neu","min_max","emeth_laplace"
"2354","0.0349521333936711","0.04","NK","min_max","emeth_laplace"
"2355","0","0.01","Bcell","min_max","emeth_laplace"
"2356","0.136760641462046","0.13","CD4T","min_max","emeth_laplace"
"2357","0.0136594215393334","0.02","CD8T","min_max","emeth_laplace"
"2358","0.0492891971962697","0.05","Mono","min_max","emeth_laplace"
"2359","0.179893219246501","0.17","Neu","min_max","emeth_laplace"
"2360","0.239360890793538","0.22","NK","min_max","emeth_laplace"
"2361","0.194301588844588","0.2","Bcell","min_max","emeth_laplace"
"2362","0.104603450207493","0.11","CD4T","min_max","emeth_laplace"
"2363","0.173864148577121","0.2","CD8T","min_max","emeth_laplace"
"2364","0.107976702330759","0.1","Mono","min_max","emeth_laplace"
"2365","0.0599346744517131","0.06","Neu","min_max","emeth_laplace"
"2366","0.164087695111626","0.15","NK","min_max","emeth_laplace"
"2367","0.244999758464224","0.26","Bcell","min_max","emeth_laplace"
"2368","0.181874145965051","0.18","CD4T","min_max","emeth_laplace"
"2369","0.110056490093205","0.13","CD8T","min_max","emeth_laplace"
"2370","0.239047235914181","0.22","Mono","min_max","emeth_laplace"
"2371","0.269662477901952","0.25","Neu","min_max","emeth_laplace"
"2372","0.125857413437143","0.12","NK","min_max","emeth_laplace"
"2373","0.146830727090537","0.16","Bcell","min_max","emeth_laplace"
"2374","0.123884449963405","0.13","CD4T","min_max","emeth_laplace"
"2375","0.105601274977005","0.11","CD8T","min_max","emeth_laplace"
"2376","0.228163656629958","0.23","Mono","min_max","emeth_laplace"
"2377","0.236900927757723","0.21","Neu","min_max","emeth_binom"
"2378","0.190386766771351","0.15","NK","min_max","emeth_binom"
"2379","0.188001454052395","0.19","Bcell","min_max","emeth_binom"
"2380","0.0663621800475863","0.07","CD4T","min_max","emeth_binom"
"2381","0.116091890299231","0.19","CD8T","min_max","emeth_binom"
"2382","0.202256781071713","0.19","Mono","min_max","emeth_binom"
"2383","0.716564981743046","0.7","Neu","min_max","emeth_binom"
"2384","0.027097624508254","0.02","NK","min_max","emeth_binom"
"2385","0.0476585292706047","0.04","Bcell","min_max","emeth_binom"
"2386","0.162538860957828","0.15","CD4T","min_max","emeth_binom"
"2387","0","0.04","CD8T","min_max","emeth_binom"
"2388","0.0461400035202667","0.05","Mono","min_max","emeth_binom"
"2389","0.752450341274202","0.73","Neu","min_max","emeth_binom"
"2390","5.11053355558818e-19","0","NK","min_max","emeth_binom"
"2391","0.00772702196827212","0.02","Bcell","min_max","emeth_binom"
"2392","0.0900135358184616","0.09","CD4T","min_max","emeth_binom"
"2393","0.0439881929755239","0.06","CD8T","min_max","emeth_binom"
"2394","0.10582090796354","0.1","Mono","min_max","emeth_binom"
"2395","0.650353881171164","0.63","Neu","min_max","emeth_binom"
"2396","0.0124930882962565","0.02","NK","min_max","emeth_binom"
"2397","-1.11549589784197e-19","0.01","Bcell","min_max","emeth_binom"
"2398","0.159329113603222","0.16","CD4T","min_max","emeth_binom"
"2399","0.11161982334935","0.11","CD8T","min_max","emeth_binom"
"2400","0.0662040935800077","0.07","Mono","min_max","emeth_binom"
"2401","0.12573150211522","0.11","Neu","min_max","emeth_binom"
"2402","0.195121800699126","0.15","NK","min_max","emeth_binom"
"2403","0.0669376094815541","0.07","Bcell","min_max","emeth_binom"
"2404","0.162589614295731","0.16","CD4T","min_max","emeth_binom"
"2405","0.208417887109486","0.29","CD8T","min_max","emeth_binom"
"2406","0.241201586298882","0.22","Mono","min_max","emeth_binom"
"2407","0.702275767310729","0.67","Neu","min_max","emeth_binom"
"2408","0.0488863288695406","0.03","NK","min_max","emeth_binom"
"2409","0.017938717541327","0.02","Bcell","min_max","emeth_binom"
"2410","0.168837407458978","0.14","CD4T","min_max","emeth_binom"
"2411","0","0.08","CD8T","min_max","emeth_binom"
"2412","0.0620617788194256","0.06","Mono","min_max","emeth_binom"
"2413","0.256800511977549","0.23","Neu","min_max","emeth_binom"
"2414","0.138750309161032","0.11","NK","min_max","emeth_binom"
"2415","0.0756112227772355","0.08","Bcell","min_max","emeth_binom"
"2416","0.0449678442443244","0.06","CD4T","min_max","emeth_binom"
"2417","0.276526336053871","0.33","CD8T","min_max","emeth_binom"
"2418","0.207343775785988","0.19","Mono","min_max","emeth_binom"
"2419","0.666231468627478","0.66","Neu","min_max","emeth_binom"
"2420","0.0819837827254352","0.07","NK","min_max","emeth_binom"
"2421","0.0558933935961472","0.06","Bcell","min_max","emeth_binom"
"2422","0.130370929928611","0.12","CD4T","min_max","emeth_binom"
"2423","0.0269305216182457","0.05","CD8T","min_max","emeth_binom"
"2424","0.0385899035040831","0.04","Mono","min_max","emeth_binom"
"2425","0.764065253821982","0.75","Neu","min_max","emeth_binom"
"2426","0.0361042156101866","0.04","NK","min_max","emeth_binom"
"2427","-2.26831044172547e-20","0.01","Bcell","min_max","emeth_binom"
"2428","0.136672699843557","0.13","CD4T","min_max","emeth_binom"
"2429","0.0161173538521911","0.02","CD8T","min_max","emeth_binom"
"2430","0.0470404768720838","0.05","Mono","min_max","emeth_binom"
"2431","0.192121095992276","0.17","Neu","min_max","emeth_binom"
"2432","0.257739319249748","0.22","NK","min_max","emeth_binom"
"2433","0.199347042149113","0.2","Bcell","min_max","emeth_binom"
"2434","0.105666962524514","0.11","CD4T","min_max","emeth_binom"
"2435","0.145125745175785","0.2","CD8T","min_max","emeth_binom"
"2436","0.0999998349085629","0.1","Mono","min_max","emeth_binom"
"2437","0.0647144847482412","0.06","Neu","min_max","emeth_binom"
"2438","0.180994286831068","0.15","NK","min_max","emeth_binom"
"2439","0.250548531777956","0.26","Bcell","min_max","emeth_binom"
"2440","0.198292143263483","0.18","CD4T","min_max","emeth_binom"
"2441","0.0719754772540129","0.13","CD8T","min_max","emeth_binom"
"2442","0.233475076125238","0.22","Mono","min_max","emeth_binom"
"2443","0.2740590919233","0.25","Neu","min_max","emeth_binom"
"2444","0.137579046160229","0.12","NK","min_max","emeth_binom"
"2445","0.155596806883421","0.16","Bcell","min_max","emeth_binom"
"2446","0.127119418094065","0.13","CD4T","min_max","emeth_binom"
"2447","0.0797776635444207","0.11","CD8T","min_max","emeth_binom"
"2448","0.225867973394563","0.23","Mono","min_max","emeth_binom"
"2449","0.223929530083921","0.21","Neu","min_max","nnls"
"2450","0.164519922041546","0.15","NK","min_max","nnls"
"2451","0.17086398308752","0.19","Bcell","min_max","nnls"
"2452","0.044299496440206","0.07","CD4T","min_max","nnls"
"2453","0.162817380449319","0.19","CD8T","min_max","nnls"
"2454","0.201408111291252","0.19","Mono","min_max","nnls"
"2455","0.700901494863398","0.7","Neu","min_max","nnls"
"2456","0","0.02","NK","min_max","nnls"
"2457","0.0198184440703266","0.04","Bcell","min_max","nnls"
"2458","0.15320300662229","0.15","CD4T","min_max","nnls"
"2459","0.0275908385363041","0.04","CD8T","min_max","nnls"
"2460","0.0472660220969836","0.05","Mono","min_max","nnls"
"2461","0.754740137785237","0.73","Neu","min_max","nnls"
"2462","0","0","NK","min_max","nnls"
"2463","0.00562031502924792","0.02","Bcell","min_max","nnls"
"2464","0.0862670887874543","0.09","CD4T","min_max","nnls"
"2465","0.0443282688320929","0.06","CD8T","min_max","nnls"
"2466","0.106450097722744","0.1","Mono","min_max","nnls"
"2467","0.651166918446129","0.63","Neu","min_max","nnls"
"2468","0.00752398434821602","0.02","NK","min_max","nnls"
"2469","0","0.01","Bcell","min_max","nnls"
"2470","0.153005052660954","0.16","CD4T","min_max","nnls"
"2471","0.11544273136161","0.11","CD8T","min_max","nnls"
"2472","0.0678544382276682","0.07","Mono","min_max","nnls"
"2473","0.113663344924477","0.11","Neu","min_max","nnls"
"2474","0.173854088651574","0.15","NK","min_max","nnls"
"2475","0.0526096812393053","0.07","Bcell","min_max","nnls"
"2476","0.144567345314999","0.16","CD4T","min_max","nnls"
"2477","0.247831435249398","0.29","CD8T","min_max","nnls"
"2478","0.240164947224377","0.22","Mono","min_max","nnls"
"2479","0.686378622628661","0.67","Neu","min_max","nnls"
"2480","0.00476710669308053","0.03","NK","min_max","nnls"
"2481","0","0.02","Bcell","min_max","nnls"
"2482","0.135041003394171","0.14","CD4T","min_max","nnls"
"2483","0.0634648635510838","0.08","CD8T","min_max","nnls"
"2484","0.0615310405005215","0.06","Mono","min_max","nnls"
"2485","0.249367846732079","0.23","Neu","min_max","nnls"
"2486","0.126049875917548","0.11","NK","min_max","nnls"
"2487","0.0664046847900752","0.08","Bcell","min_max","nnls"
"2488","0.0339115604388916","0.06","CD4T","min_max","nnls"
"2489","0.29981790953592","0.33","CD8T","min_max","nnls"
"2490","0.207317215003473","0.19","Mono","min_max","nnls"
"2491","0.664658477230432","0.66","Neu","min_max","nnls"
"2492","0.0707437183634844","0.07","NK","min_max","nnls"
"2493","0.0491046832379395","0.06","Bcell","min_max","nnls"
"2494","0.121064771963922","0.12","CD4T","min_max","nnls"
"2495","0.0419016501642464","0.05","CD8T","min_max","nnls"
"2496","0.0400200170387916","0.04","Mono","min_max","nnls"
"2497","0.765740007562635","0.75","Neu","min_max","nnls"
"2498","0.0298422040518706","0.04","NK","min_max","nnls"
"2499","0","0.01","Bcell","min_max","nnls"
"2500","0.129807558782039","0.13","CD4T","min_max","nnls"
"2501","0.0216066569046281","0.02","CD8T","min_max","nnls"
"2502","0.0475811924691817","0.05","Mono","min_max","nnls"
"2503","0.181449537533728","0.17","Neu","min_max","nnls"
"2504","0.239217886036084","0.22","NK","min_max","nnls"
"2505","0.186686747357811","0.2","Bcell","min_max","nnls"
"2506","0.0893453024749331","0.11","CD4T","min_max","nnls"
"2507","0.181254046559768","0.2","CD8T","min_max","nnls"
"2508","0.0978781112750533","0.1","Mono","min_max","nnls"
"2509","0.0517219338680122","0.06","Neu","min_max","nnls"
"2510","0.159485250845997","0.15","NK","min_max","nnls"
"2511","0.237281346419735","0.26","Bcell","min_max","nnls"
"2512","0.181623377692128","0.18","CD4T","min_max","nnls"
"2513","0.110871009120693","0.13","CD8T","min_max","nnls"
"2514","0.232417699455294","0.22","Mono","min_max","nnls"
"2515","0.265354721847339","0.25","Neu","min_max","nnls"
"2516","0.121018790296803","0.12","NK","min_max","nnls"
"2517","0.144999112746198","0.16","Bcell","min_max","nnls"
"2518","0.114337983738894","0.13","CD4T","min_max","nnls"
"2519","0.107055167557085","0.11","CD8T","min_max","nnls"
"2520","0.226666419728897","0.23","Mono","min_max","nnls"
"2521","0.223929530083922","0.21","Neu","min_max","bvls"
"2522","0.164519922041546","0.15","NK","min_max","bvls"
"2523","0.17086398308752","0.19","Bcell","min_max","bvls"
"2524","0.044299496440206","0.07","CD4T","min_max","bvls"
"2525","0.162817380449319","0.19","CD8T","min_max","bvls"
"2526","0.201408111291252","0.19","Mono","min_max","bvls"
"2527","0.700901494863397","0.7","Neu","min_max","bvls"
"2528","0","0.02","NK","min_max","bvls"
"2529","0.0198184440703266","0.04","Bcell","min_max","bvls"
"2530","0.15320300662229","0.15","CD4T","min_max","bvls"
"2531","0.027590838536305","0.04","CD8T","min_max","bvls"
"2532","0.0472660220969836","0.05","Mono","min_max","bvls"
"2533","0.754740137785237","0.73","Neu","min_max","bvls"
"2534","0","0","NK","min_max","bvls"
"2535","0.00562031502924794","0.02","Bcell","min_max","bvls"
"2536","0.0862670887874543","0.09","CD4T","min_max","bvls"
"2537","0.0443282688320929","0.06","CD8T","min_max","bvls"
"2538","0.106450097722745","0.1","Mono","min_max","bvls"
"2539","0.651166918446128","0.63","Neu","min_max","bvls"
"2540","0.00752398434821605","0.02","NK","min_max","bvls"
"2541","0","0.01","Bcell","min_max","bvls"
"2542","0.153005052660955","0.16","CD4T","min_max","bvls"
"2543","0.11544273136161","0.11","CD8T","min_max","bvls"
"2544","0.0678544382276684","0.07","Mono","min_max","bvls"
"2545","0.113663344924478","0.11","Neu","min_max","bvls"
"2546","0.173854088651574","0.15","NK","min_max","bvls"
"2547","0.0526096812393053","0.07","Bcell","min_max","bvls"
"2548","0.144567345314999","0.16","CD4T","min_max","bvls"
"2549","0.247831435249398","0.29","CD8T","min_max","bvls"
"2550","0.240164947224377","0.22","Mono","min_max","bvls"
"2551","0.686378622628661","0.67","Neu","min_max","bvls"
"2552","0.00476710669308057","0.03","NK","min_max","bvls"
"2553","0","0.02","Bcell","min_max","bvls"
"2554","0.135041003394171","0.14","CD4T","min_max","bvls"
"2555","0.0634648635510837","0.08","CD8T","min_max","bvls"
"2556","0.0615310405005214","0.06","Mono","min_max","bvls"
"2557","0.249367846732079","0.23","Neu","min_max","bvls"
"2558","0.126049875917548","0.11","NK","min_max","bvls"
"2559","0.0664046847900754","0.08","Bcell","min_max","bvls"
"2560","0.0339115604388917","0.06","CD4T","min_max","bvls"
"2561","0.299817909535921","0.33","CD8T","min_max","bvls"
"2562","0.207317215003473","0.19","Mono","min_max","bvls"
"2563","0.664658477230432","0.66","Neu","min_max","bvls"
"2564","0.0707437183634843","0.07","NK","min_max","bvls"
"2565","0.0491046832379395","0.06","Bcell","min_max","bvls"
"2566","0.121064771963922","0.12","CD4T","min_max","bvls"
"2567","0.0419016501642469","0.05","CD8T","min_max","bvls"
"2568","0.0400200170387916","0.04","Mono","min_max","bvls"
"2569","0.765740007562635","0.75","Neu","min_max","bvls"
"2570","0.0298422040518706","0.04","NK","min_max","bvls"
"2571","0","0.01","Bcell","min_max","bvls"
"2572","0.129807558782039","0.13","CD4T","min_max","bvls"
"2573","0.0216066569046283","0.02","CD8T","min_max","bvls"
"2574","0.0475811924691818","0.05","Mono","min_max","bvls"
"2575","0.181449537533728","0.17","Neu","min_max","bvls"
"2576","0.239217886036084","0.22","NK","min_max","bvls"
"2577","0.186686747357811","0.2","Bcell","min_max","bvls"
"2578","0.0893453024749333","0.11","CD4T","min_max","bvls"
"2579","0.181254046559768","0.2","CD8T","min_max","bvls"
"2580","0.0978781112750532","0.1","Mono","min_max","bvls"
"2581","0.0517219338680121","0.06","Neu","min_max","bvls"
"2582","0.159485250845997","0.15","NK","min_max","bvls"
"2583","0.237281346419734","0.26","Bcell","min_max","bvls"
"2584","0.181623377692128","0.18","CD4T","min_max","bvls"
"2585","0.110871009120693","0.13","CD8T","min_max","bvls"
"2586","0.232417699455295","0.22","Mono","min_max","bvls"
"2587","0.265354721847338","0.25","Neu","min_max","bvls"
"2588","0.121018790296803","0.12","NK","min_max","bvls"
"2589","0.144999112746198","0.16","Bcell","min_max","bvls"
"2590","0.114337983738895","0.13","CD4T","min_max","bvls"
"2591","0.107055167557085","0.11","CD8T","min_max","bvls"
"2592","0.226666419728898","0.23","Mono","min_max","bvls"
"2593","0.232871950344471","0.21","Neu","min_max","epidish"
"2594","0.167206743537281","0.15","NK","min_max","epidish"
"2595","0.177894611718685","0.19","Bcell","min_max","epidish"
"2596","0.0437798405094316","0.07","CD4T","min_max","epidish"
"2597","0.16605091844211","0.19","CD8T","min_max","epidish"
"2598","0.212195935448022","0.19","Mono","min_max","epidish"
"2599","0.726604901957502","0.7","Neu","min_max","epidish"
"2600","0","0.02","NK","min_max","epidish"
